type_tache,complexite,type_livrable,niveau_expertise,temps_sans_copilot,copilot_utilise,temps_realisation_min,nb_iterations,score_pertinence,score_clarte,score_exactitude,score_exploitabilite,copilot_pertinent
Créer des rapports automatiquement,Faible,Opérationnel,Expert,21.8,1,17.9,1,3.5,4.2,4.6,4.1,1
Générer du DAX,Élevé,Opérationnel,Expert,106.0,1,75.6,4,2.8,3.0,3.0,3.1,0
Résumer les insights,Moyen,Opérationnel,Expert,16.6,0,16.6,1,3.0,3.7,2.9,3.7,0
Créer des rapports automatiquement,Élevé,Management,Expert,38.0,0,38.0,2,3.7,3.6,4.0,2.7,0
Analyser les données rapidement,Faible,Management,Intermédiaire,28.9,0,28.9,1,3.3,3.4,3.0,3.1,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,31.6,0,31.6,1,3.7,3.7,4.4,3.7,0
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,31.9,0,31.9,1,3.6,2.8,3.4,4.1,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,42.8,0,42.8,1,2.4,4.0,3.6,3.3,0
Créer des rapports automatiquement,Élevé,Opérationnel,Expert,58.6,0,58.6,1,3.3,3.0,4.2,4.0,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,23.6,0,23.6,2,2.8,4.2,3.4,3.4,0
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,21.5,0,21.5,1,3.6,3.5,3.2,4.0,0
Analyser les données rapidement,Moyen,Exploratoire,Expert,66.9,1,49.0,1,4.0,4.1,4.3,4.5,1
Résumer les insights,Moyen,Management,Débutant,23.6,0,23.6,1,4.1,3.5,3.0,3.9,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,24.0,1,13.6,1,4.3,4.9,4.1,3.8,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,54.3,0,54.3,1,4.2,4.2,3.5,3.2,0
Créer des rapports automatiquement,Élevé,Exploratoire,Intermédiaire,48.8,0,48.8,2,2.9,3.6,3.5,3.5,0
Résumer les insights,Faible,Opérationnel,Intermédiaire,14.2,1,10.1,1,4.6,4.0,4.1,4.0,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,11.8,1,8.7,2,3.7,2.7,4.3,4.5,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,23.9,0,23.9,1,3.1,2.7,3.3,2.8,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,34.4,1,26.0,1,3.5,4.8,4.3,3.8,1
Générer du DAX,Moyen,Management,Débutant,28.7,0,28.7,1,3.2,4.0,4.2,3.4,0
Améliorer le design,Faible,Opérationnel,Débutant,23.3,1,52.37587162095509,1,3.7,4.1,4.0,3.9,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,21.7,1,14.0,1,4.0,4.2,3.3,3.7,1
Générer du DAX,Moyen,Management,Débutant,31.6,1,5.0,3,3.1,3.1,2.8,4.3,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,30.3,1,25.3,1,3.8,4.4,4.4,4.5,1
Générer du DAX,Moyen,Management,Intermédiaire,63.2,1,25.9,4,3.0,3.3,3.6,3.5,0
Générer du DAX,Faible,Opérationnel,Expert,38.7,1,29.5,4,3.0,2.9,2.9,3.6,0
Générer du DAX,Moyen,Management,Expert,70.9,1,50.6,2,3.0,4.3,2.9,3.7,0
Générer du DAX,Moyen,Opérationnel,Débutant,58.9,0,58.9,2,2.6,2.2,2.8,3.3,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,77.7,1,30.9,3,4.1,3.6,3.9,3.4,1
Générer du DAX,Moyen,Opérationnel,Expert,53.4,1,34.5,2,3.1,2.9,3.7,3.7,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,69.7,0,69.7,1,4.3,4.7,3.7,3.9,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,52.3,0,52.3,1,2.9,4.2,2.6,3.3,0
Résumer les insights,Moyen,Opérationnel,Intermédiaire,15.4,1,12.3,1,4.0,3.5,4.3,4.0,1
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,31.2,1,17.4,1,4.6,3.7,3.2,4.3,1
Résumer les insights,Faible,Management,Intermédiaire,16.7,1,9.5,1,3.5,4.8,4.3,3.9,1
Analyser les données rapidement,Moyen,Opérationnel,Expert,39.5,0,39.5,2,3.0,3.9,3.3,3.1,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,44.2,1,15.1,5,2.7,2.8,2.7,3.1,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,49.5,0,49.5,2,3.4,2.9,3.9,3.5,0
Résumer les insights,Faible,Exploratoire,Débutant,11.0,1,7.5,3,4.9,4.1,3.8,4.2,1
Poser des questions en langage naturel,Moyen,Management,Débutant,41.4,1,28.7,1,4.2,3.6,3.9,4.4,1
Poser des questions en langage naturel,Faible,Management,Expert,25.1,1,22.0,3,3.5,4.0,4.4,3.6,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,25.4,1,17.9,2,3.9,5.0,3.4,3.9,1
Analyser les données rapidement,Élevé,Exploratoire,Expert,75.3,0,75.3,1,3.4,3.8,2.9,4.0,0
Analyser les données rapidement,Moyen,Management,Débutant,48.1,1,14.8,1,4.6,4.1,3.9,4.8,1
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,34.6,0,34.6,2,3.6,3.4,3.3,3.9,0
Créer des rapports automatiquement,Faible,Management,Débutant,26.1,1,18.3,3,4.0,3.9,4.4,4.9,1
Résumer les insights,Élevé,Opérationnel,Intermédiaire,41.5,1,28.3,1,5.0,3.6,3.7,3.5,1
Analyser les données rapidement,Élevé,Opérationnel,Expert,40.6,0,40.6,1,3.3,2.6,3.5,4.0,0
Résumer les insights,Élevé,Management,Débutant,30.3,1,17.7,1,3.5,3.4,4.3,3.6,1
Résumer les insights,Faible,Management,Expert,18.6,0,18.6,2,3.6,3.9,4.3,3.1,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,29.0,0,29.0,2,3.8,4.4,4.7,4.3,0
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,41.6,0,41.6,1,3.2,3.1,3.6,3.1,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,46.1,1,31.2,1,4.1,3.5,3.0,3.8,1
Analyser les données rapidement,Élevé,Management,Expert,48.6,0,48.6,3,3.1,2.8,3.9,3.1,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,21.2,0,21.2,1,3.7,3.7,2.5,3.2,0
Résumer les insights,Moyen,Management,Expert,23.6,1,21.8,2,4.8,3.4,3.5,3.9,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,20.1,0,20.1,1,3.0,3.7,3.3,3.7,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,30.8,1,24.7,1,3.3,3.7,4.1,4.0,1
Résumer les insights,Faible,Management,Débutant,21.2,1,10.9,2,3.8,4.6,4.4,4.0,1
Analyser les données rapidement,Élevé,Opérationnel,Débutant,57.7,0,57.7,3,3.3,2.9,3.1,3.4,0
Créer des rapports automatiquement,Faible,Management,Intermédiaire,25.6,1,19.0,1,4.5,3.7,3.1,3.3,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,51.8,1,22.9,5,2.3,3.6,3.1,4.0,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,24.3,1,16.7,1,4.3,4.1,3.6,3.9,1
Poser des questions en langage naturel,Élevé,Opérationnel,Débutant,46.2,0,46.2,1,3.2,3.7,2.9,4.0,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,36.1,1,11.8,1,3.7,4.2,3.8,4.1,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,26.0,1,11.3,1,3.4,4.3,4.5,3.4,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,17.2,1,8.1,1,3.1,4.1,3.7,3.4,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,31.0,1,13.2,1,4.8,3.0,3.1,4.3,1
Analyser les données rapidement,Faible,Exploratoire,Expert,36.6,0,36.6,1,3.3,4.1,3.9,2.7,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,26.7,0,26.7,1,3.3,3.2,3.5,4.3,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,33.1,1,22.4,1,4.5,3.4,4.0,4.4,1
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,28.6,0,28.6,1,3.4,2.6,3.2,3.0,0
Résumer les insights,Moyen,Opérationnel,Débutant,26.6,1,15.7,1,3.8,3.9,3.7,4.8,1
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,61.1,0,61.1,1,4.2,2.7,4.0,3.3,0
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,19.4,1,17.1,1,4.7,4.7,4.1,5.0,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,67.3,0,67.3,1,2.9,3.7,3.7,3.2,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,30.8,1,17.5,3,4.1,4.7,4.1,4.6,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,39.4,1,27.7,1,3.3,4.5,3.1,2.9,0
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,24.2,1,12.9,1,4.0,4.1,4.0,5.0,1
Poser des questions en langage naturel,Faible,Management,Débutant,27.2,0,27.2,1,3.6,3.4,3.2,3.4,0
Générer du DAX,Élevé,Exploratoire,Débutant,68.8,0,68.8,1,3.7,3.4,3.1,3.9,0
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,35.2,1,27.5,2,5.0,3.8,4.7,3.4,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,34.6,1,32.8,2,4.4,4.4,5.0,3.9,0
Résumer les insights,Moyen,Opérationnel,Intermédiaire,34.5,0,34.5,1,3.6,2.6,3.3,3.3,0
Améliorer le design,Élevé,Exploratoire,Expert,30.5,1,51.38757277772473,3,3.7,3.0,3.7,4.3,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,35.1,1,23.6,1,3.1,4.4,4.0,3.8,1
Analyser les données rapidement,Faible,Management,Intermédiaire,50.9,1,23.5,3,4.8,4.1,3.1,4.4,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,58.9,1,24.8,4,3.3,3.6,2.8,3.0,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,22.2,1,15.7,1,2.9,4.4,4.1,5.0,1
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,38.3,0,38.3,1,3.6,3.7,3.6,3.2,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,24.0,0,24.0,1,4.2,4.0,4.0,3.3,0
Résumer les insights,Moyen,Opérationnel,Expert,34.2,0,34.2,1,3.4,3.0,3.3,3.3,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,35.1,1,24.9,2,4.9,4.1,4.6,3.1,1
Créer des rapports automatiquement,Élevé,Exploratoire,Intermédiaire,72.7,0,72.7,1,3.4,3.6,2.9,3.2,0
Poser des questions en langage naturel,Faible,Exploratoire,Expert,16.4,0,16.4,2,3.3,3.4,3.5,3.8,0
Résumer les insights,Élevé,Exploratoire,Intermédiaire,44.7,1,32.7,4,4.5,3.6,3.4,3.5,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,41.5,1,27.6,1,4.4,4.3,4.3,3.6,1
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,38.7,1,32.8,1,4.7,4.6,3.4,3.8,1
Créer des rapports automatiquement,Élevé,Exploratoire,Expert,49.1,1,45.4,3,4.2,4.1,3.9,4.3,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,90.9,1,32.3,5,2.6,3.8,2.7,3.9,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,25.2,1,20.5,1,4.0,4.7,3.6,3.9,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,39.3,1,27.9,1,5.0,3.6,4.1,4.9,1
Analyser les données rapidement,Moyen,Exploratoire,Expert,28.8,1,22.8,1,4.3,4.1,3.1,4.3,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,24.3,1,11.2,1,4.0,5.0,3.9,4.2,1
Poser des questions en langage naturel,Moyen,Management,Expert,31.5,1,26.7,1,4.1,5.0,3.7,4.0,1
Améliorer le design,Faible,Management,Expert,17.5,1,10.724817549785577,1,3.5,4.2,4.3,3.4,0
Générer du DAX,Faible,Exploratoire,Intermédiaire,46.0,1,13.6,2,3.6,2.6,3.8,4.2,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,52.5,0,52.5,1,3.2,2.9,2.7,3.4,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,44.4,0,44.4,1,4.1,2.9,3.7,3.3,0
Analyser les données rapidement,Faible,Management,Intermédiaire,31.2,1,13.7,1,4.5,4.0,3.9,4.2,1
Générer du DAX,Élevé,Opérationnel,Débutant,99.8,1,18.9,4,2.8,3.5,3.4,3.4,0
Créer des rapports automatiquement,Élevé,Opérationnel,Débutant,62.2,1,39.7,2,3.7,4.3,3.5,5.0,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,42.5,1,24.3,1,3.9,4.2,4.1,4.4,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,26.7,0,26.7,1,4.2,3.5,3.0,3.9,0
Analyser les données rapidement,Élevé,Opérationnel,Expert,66.5,0,66.5,1,3.6,3.8,4.1,3.7,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,27.6,0,27.6,2,3.7,2.3,3.0,3.2,0
Analyser les données rapidement,Faible,Management,Débutant,33.4,1,12.6,1,3.3,4.1,3.7,4.6,1
Générer du DAX,Élevé,Opérationnel,Intermédiaire,91.8,0,91.8,1,3.9,4.0,3.1,3.7,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,23.7,0,23.7,2,4.5,4.1,3.7,3.2,0
Générer du DAX,Élevé,Management,Intermédiaire,115.4,1,40.0,2,3.0,3.4,2.5,3.1,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,32.9,1,24.2,1,4.4,3.9,3.0,4.2,1
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,23.5,1,15.8,2,3.8,4.0,2.9,3.2,0
Analyser les données rapidement,Élevé,Opérationnel,Débutant,49.1,0,49.1,1,4.1,3.4,2.7,3.4,0
Générer du DAX,Moyen,Management,Débutant,67.9,0,67.9,1,3.9,3.3,4.6,2.9,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,20.9,0,20.9,1,4.0,3.2,3.8,3.2,0
Analyser les données rapidement,Faible,Management,Intermédiaire,29.4,1,14.0,2,4.3,3.9,3.3,4.2,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,21.0,1,10.9,2,4.0,5.0,4.1,2.9,1
Résumer les insights,Faible,Management,Intermédiaire,10.2,0,10.2,1,5.0,4.0,3.0,2.9,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,46.7,1,15.9,2,4.4,4.3,4.3,3.8,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,26.1,0,26.1,1,2.5,4.2,3.7,3.0,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,43.2,1,23.3,1,5.0,4.2,4.0,4.2,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,36.0,1,12.3,1,4.3,4.1,2.9,5.0,1
Analyser les données rapidement,Faible,Management,Débutant,30.7,1,10.6,1,4.2,3.8,3.6,3.9,1
Générer du DAX,Élevé,Exploratoire,Intermédiaire,81.2,1,27.4,3,2.9,4.1,3.3,3.1,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,55.5,1,41.7,1,4.0,4.4,2.5,4.1,1
Créer des rapports automatiquement,Moyen,Management,Expert,36.2,0,36.2,1,3.6,3.4,2.8,3.9,0
Poser des questions en langage naturel,Moyen,Management,Débutant,30.0,0,30.0,2,3.4,4.0,3.4,2.3,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,39.0,1,27.6,1,4.3,4.0,4.0,3.7,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,35.4,1,17.2,1,3.4,4.4,4.0,4.0,1
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,71.2,0,71.2,1,3.6,4.0,2.4,3.7,0
Créer des rapports automatiquement,Moyen,Management,Débutant,36.9,1,25.4,2,3.1,3.9,4.4,4.3,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,44.1,1,36.1,2,3.9,3.5,4.8,4.1,1
Créer des rapports automatiquement,Élevé,Management,Expert,39.4,1,34.3,1,3.9,4.5,4.6,3.4,1
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,34.1,0,34.1,1,3.7,4.5,4.8,3.0,0
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,25.9,1,20.9,3,3.7,4.1,4.5,3.8,1
Nettoyer les données,Élevé,Opérationnel,Débutant,90.5,0,49.573346208768406,2,3.1,4.3,3.2,3.9,0
Analyser les données rapidement,Faible,Exploratoire,Expert,21.1,0,21.1,1,3.3,3.5,3.8,3.8,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,24.5,1,18.5,1,3.6,3.7,3.7,3.7,1
Créer des rapports automatiquement,Moyen,Management,Débutant,21.4,1,14.7,1,3.7,3.9,4.5,3.8,1
Résumer les insights,Élevé,Management,Intermédiaire,32.2,1,21.0,1,3.4,4.8,3.6,3.9,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,37.5,0,37.5,2,3.1,2.6,3.7,4.2,0
Générer du DAX,Faible,Opérationnel,Débutant,53.4,1,12.6,4,3.4,3.3,3.5,3.4,0
Résumer les insights,Moyen,Management,Expert,21.3,1,18.2,4,4.6,3.0,4.7,4.8,0
Analyser les données rapidement,Élevé,Opérationnel,Expert,55.8,1,38.2,2,4.6,4.1,4.1,4.4,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,43.8,1,35.1,4,4.2,5.0,2.6,3.6,0
Analyser les données rapidement,Faible,Management,Intermédiaire,24.6,1,11.6,2,3.8,4.4,4.1,2.7,1
Créer des rapports automatiquement,Moyen,Management,Débutant,35.9,1,25.9,1,4.3,4.8,3.6,4.0,1
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,33.8,1,20.7,2,4.3,5.0,4.2,4.2,1
Générer du DAX,Moyen,Exploratoire,Intermédiaire,44.8,1,16.8,3,3.2,3.3,2.7,3.6,0
Résumer les insights,Faible,Management,Intermédiaire,16.0,1,11.3,2,4.7,4.3,3.0,4.1,1
Analyser les données rapidement,Moyen,Exploratoire,Débutant,22.6,0,22.6,1,3.4,4.4,3.1,4.3,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,23.0,0,23.0,1,3.7,3.3,3.6,3.1,0
Résumer les insights,Moyen,Opérationnel,Intermédiaire,19.4,0,19.4,2,3.8,4.0,2.9,3.5,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,62.6,1,22.3,4,2.9,3.5,3.4,2.8,0
Générer du DAX,Moyen,Management,Débutant,71.1,0,71.1,2,5.0,2.8,3.1,3.3,0
Créer des rapports automatiquement,Moyen,Management,Débutant,43.3,0,43.3,1,3.5,3.4,3.0,4.2,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,14.2,1,8.2,1,3.7,4.0,3.8,3.1,1
Résumer les insights,Faible,Management,Intermédiaire,22.1,1,15.2,2,3.7,3.2,3.8,4.4,1
Analyser les données rapidement,Faible,Management,Expert,37.0,0,37.0,1,3.4,3.6,3.4,3.9,0
Créer des rapports automatiquement,Moyen,Management,Expert,36.2,0,36.2,1,3.5,3.7,3.8,3.2,0
Créer des rapports automatiquement,Moyen,Management,Débutant,35.9,1,24.5,1,4.2,4.9,3.6,4.2,1
Analyser les données rapidement,Élevé,Management,Débutant,35.0,1,10.9,1,4.2,3.2,2.5,4.7,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,42.6,1,14.4,2,3.3,3.5,4.6,4.1,1
Générer du DAX,Moyen,Exploratoire,Débutant,56.2,0,56.2,1,3.5,3.9,3.4,3.5,0
Résumer les insights,Faible,Opérationnel,Débutant,15.9,1,8.3,1,4.0,4.8,4.9,4.7,1
Générer du DAX,Moyen,Exploratoire,Débutant,67.1,1,11.1,3,3.1,3.5,3.1,3.1,0
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,29.6,1,28.8,2,4.2,4.1,3.9,3.8,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,31.9,1,23.3,4,3.9,4.1,3.8,4.5,0
Analyser les données rapidement,Élevé,Exploratoire,Débutant,40.9,1,16.1,1,3.7,3.7,4.5,4.6,1
Résumer les insights,Élevé,Management,Intermédiaire,31.3,1,20.3,1,3.7,3.9,3.3,4.5,1
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,39.6,1,18.8,4,4.7,3.9,4.0,4.4,0
Analyser les données rapidement,Élevé,Management,Intermédiaire,74.5,1,39.2,1,3.7,4.8,3.6,4.6,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,41.1,1,19.6,3,4.5,3.8,3.5,3.7,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,19.9,0,19.9,1,2.9,3.1,3.3,3.4,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,12.6,1,7.9,2,3.8,3.7,3.3,4.3,1
Générer du DAX,Faible,Exploratoire,Intermédiaire,51.5,0,51.5,1,3.4,3.7,2.5,3.6,0
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,28.2,1,24.8,2,3.3,3.6,3.5,3.9,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,55.6,1,28.1,2,4.2,5.0,2.8,4.0,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,46.7,0,46.7,1,4.0,3.9,3.6,2.9,0
Résumer les insights,Élevé,Opérationnel,Intermédiaire,32.4,0,32.4,1,3.3,4.4,3.4,3.6,0
Générer du DAX,Faible,Exploratoire,Débutant,32.2,1,5.8,4,3.0,3.7,3.5,2.5,0
Analyser les données rapidement,Moyen,Exploratoire,Expert,31.5,1,25.0,3,4.1,3.8,5.0,4.0,1
Analyser les données rapidement,Moyen,Exploratoire,Expert,24.6,1,17.6,3,3.6,4.9,4.0,3.8,1
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,31.3,1,31.1,2,3.6,3.5,2.8,4.0,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,62.5,0,62.5,1,2.8,4.2,3.6,3.9,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,24.4,0,24.4,1,3.6,2.6,3.7,4.8,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,57.1,0,57.1,1,2.5,3.8,2.9,3.6,0
Générer du DAX,Faible,Exploratoire,Débutant,64.5,1,11.7,3,3.0,4.3,3.4,3.5,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,19.0,1,13.9,1,4.4,3.2,3.5,4.2,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,24.9,0,24.9,2,3.6,4.0,3.7,3.7,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,19.9,1,10.2,1,3.5,4.2,3.8,4.0,1
Générer du DAX,Faible,Opérationnel,Débutant,44.1,1,12.1,4,2.4,3.8,3.1,3.3,0
Générer du DAX,Moyen,Management,Débutant,46.5,0,46.5,1,2.9,4.5,3.5,3.9,0
Générer du DAX,Élevé,Exploratoire,Expert,73.1,1,50.9,4,2.6,5.0,3.4,2.8,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,40.7,0,40.7,1,3.8,4.4,2.6,3.8,0
Créer des rapports automatiquement,Faible,Management,Intermédiaire,35.2,1,26.2,1,4.2,3.7,2.7,3.6,1
Générer du DAX,Faible,Exploratoire,Débutant,45.4,1,6.8,4,4.1,3.0,3.5,3.0,0
Créer des rapports automatiquement,Moyen,Management,Expert,37.3,1,34.5,2,3.7,4.1,4.7,3.7,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,44.7,0,44.7,1,3.5,4.3,2.3,3.0,0
Générer du DAX,Faible,Exploratoire,Intermédiaire,50.5,1,18.2,4,3.0,3.4,2.7,4.4,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,36.2,1,26.8,1,4.2,5.0,3.6,3.2,1
Analyser les données rapidement,Moyen,Management,Débutant,48.0,1,17.6,2,3.6,4.0,4.0,3.7,1
Résumer les insights,Élevé,Exploratoire,Intermédiaire,40.3,1,28.8,2,3.9,3.8,3.4,3.8,1
Résumer les insights,Moyen,Management,Intermédiaire,24.1,1,19.7,2,4.4,4.7,4.2,4.7,1
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,28.1,1,13.5,1,4.2,4.4,2.8,4.3,1
Résumer les insights,Élevé,Opérationnel,Débutant,35.9,1,18.2,2,4.0,4.0,5.0,3.4,1
Analyser les données rapidement,Moyen,Management,Débutant,31.8,1,13.6,1,4.0,4.1,3.6,3.6,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,37.4,0,37.4,1,3.9,4.1,3.5,4.0,0
Créer des rapports automatiquement,Moyen,Management,Débutant,33.5,0,33.5,2,3.4,3.7,4.2,4.6,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,24.6,0,24.6,1,2.9,3.1,3.2,3.6,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,22.2,0,22.2,1,3.2,4.1,3.7,4.4,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,14.6,0,14.6,1,4.2,3.5,3.5,4.1,0
Résumer les insights,Moyen,Exploratoire,Intermédiaire,22.9,1,15.8,2,3.3,4.3,4.6,3.4,1
Créer des rapports automatiquement,Élevé,Exploratoire,Expert,62.4,1,55.1,1,5.0,5.0,4.3,3.6,1
Analyser les données rapidement,Faible,Management,Expert,29.8,1,26.6,4,3.7,4.5,3.3,4.3,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,23.0,1,10.3,1,2.6,2.8,3.1,2.8,0
Poser des questions en langage naturel,Faible,Exploratoire,Débutant,23.3,1,12.0,2,3.2,2.8,4.5,4.0,1
Résumer les insights,Élevé,Opérationnel,Débutant,47.9,1,27.1,1,5.0,4.4,4.6,3.9,1
Générer du DAX,Moyen,Management,Expert,68.3,1,45.6,4,4.1,3.2,2.5,3.5,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,42.7,1,19.6,1,3.7,4.1,4.0,2.9,1
Poser des questions en langage naturel,Élevé,Exploratoire,Débutant,31.9,1,19.0,2,3.3,3.9,4.1,2.9,1
Résumer les insights,Moyen,Opérationnel,Débutant,19.6,0,19.6,1,3.1,2.9,3.6,3.5,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,28.6,0,28.6,2,3.0,3.2,3.4,3.1,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,30.3,1,17.2,3,3.8,3.3,5.0,2.9,1
Améliorer le design,Élevé,Opérationnel,Intermédiaire,41.2,1,54.77571899664218,1,4.6,3.8,4.5,4.0,1
Analyser les données rapidement,Moyen,Exploratoire,Expert,40.3,1,31.2,1,3.8,3.6,4.3,3.8,1
Générer du DAX,Faible,Exploratoire,Intermédiaire,57.4,1,22.3,5,3.0,4.2,2.5,3.1,0
Nettoyer les données,Moyen,Management,Intermédiaire,39.4,0,52.43700143381973,3,2.7,3.3,3.6,3.7,0
